State,AgeGroup,Income,SavingsRate,Savings,PLI,Food,Transport,Housing,Health,Subscription,Restaurants,Clothing,Fitness,Others
Johor,35-39,4427.81,0.1517,671.86,2589,784.49,433.14,976.23,151.02,309.68,517.11,113.88,94.87,375.53
W.P. Kuala Lumpur,40-44,6070.37,0.1585,962.0,2816,641.7,511.83,1774.83,117.65,392.75,937.93,93.48,135.55,502.64
W.P. Kuala Lumpur,30-34,2735.42,0.0408,111.47,2816,503.68,236.21,1068.52,59.06,142.83,357.3,43.23,40.81,172.3
Kedah,20-24,2103.49,0.0308,64.73,2627,786.33,209.47,499.68,62.44,109.95,173.58,79.91,20.44,96.96
Kedah,40-44,3708.93,0.1464,543.14,2627,930.58,422.73,680.99,89.01,225.4,367.43,155.68,52.0,241.98
Negeri Sembilan,40-44,5106.88,0.1621,827.66,2402,849.03,471.58,967.81,143.2,384.54,646.18,124.41,179.55,512.91
Sarawak,20-24,4904.31,0.167,819.09,2618,970.91,481.6,1073.75,117.06,322.27,488.12,129.01,118.42,384.07
Negeri Sembilan,40-44,6409.85,0.1892,1212.78,2402,851.29,597.01,1254.23,156.39,492.07,792.45,125.55,272.93,655.14
W.P. Putrajaya,50-54,4303.38,0.1094,470.65,2450,530.65,57.18,1565.17,102.76,387.58,578.64,132.52,138.84,339.4
Negeri Sembilan,35-39,7172.09,0.1962,1407.04,2402,763.73,798.37,1611.69,197.28,272.0,400.2,164.03,355.64,1202.12
Selangor,45-49,3973.5,0.1983,787.9,2830,489.92,348.42,970.83,84.52,246.19,583.86,98.67,72.72,290.47
Perlis,60-64,3885.05,0.1436,557.83,2140,904.26,443.71,667.33,84.85,284.71,483.8,104.88,59.17,294.51
W.P. Putrajaya,25-29,3387.13,0.0745,252.5,2450,442.86,44.74,1375.29,91.43,295.08,429.18,99.44,103.5,253.11
Kelantan,35-39,2721.92,0.102,277.66,2271,873.02,265.98,560.48,37.0,135.87,337.54,69.91,20.63,143.82
Negeri Sembilan,35-39,2832.06,0.0886,250.97,2402,753.35,274.9,696.01,88.38,176.59,267.27,77.72,59.65,187.23
Kedah,40-44,4552.34,0.1669,759.99,2627,1025.79,519.03,815.46,117.43,293.38,476.65,177.92,69.51,297.18
Melaka,55-59,4056.94,0.1453,589.39,2670,727.53,496.46,763.75,144.94,246.83,486.58,172.16,108.27,321.05
Sarawak,45-49,4214.16,0.1579,665.41,2618,895.65,430.19,947.25,95.39,269.27,383.64,113.72,89.35,324.29
Negeri Sembilan,20-24,2852.58,0.0825,235.23,2402,700.87,287.57,634.11,84.15,189.59,318.12,85.16,73.99,243.78
Perlis,20-24,5412.18,0.1731,936.59,2140,833.96,636.75,999.37,119.93,440.26,702.51,117.35,124.63,500.83
Melaka,60-64,3668.83,0.1934,709.73,2670,585.56,422.38,640.88,124.1,231.5,411.81,137.92,96.64,308.31
Melaka,15-19,4797.36,0.1599,767.15,2670,676.44,568.94,818.45,158.1,346.29,648.88,174.05,192.13,446.93
Negeri Sembilan,55-59,3755.44,0.1944,729.89,2402,660.73,344.92,716.84,100.4,262.58,419.38,91.64,109.44,319.63
Sabah,45-49,3972.67,0.1484,589.61,2742,1009.45,370.23,1083.86,71.93,200.24,298.44,100.84,31.43,216.64
Johor,15-19,3063.67,0.1025,314.01,2589,749.34,305.55,792.61,114.94,163.01,291.77,80.65,43.58,208.23
Johor,40-44,3130.89,0.1183,370.29,2589,780.1,286.19,788.54,107.27,162.17,306.43,82.22,44.1,203.58
W.P. Kuala Lumpur,55-59,4152.9,0.103,427.73,2816,433.76,372.07,1346.21,85.37,266.3,703.2,66.2,116.0,336.05
Kedah,30-34,5509.21,0.1871,1030.58,2627,1026.76,650.83,939.64,132.7,394.88,627.57,209.55,106.92,389.77
Negeri Sembilan,40-44,5863.29,0.1717,1006.69,2402,863.96,584.52,1175.23,150.23,439.01,723.59,147.96,223.7,548.4
Terengganu,60-64,6004.76,0.1946,1168.45,2751,758.62,676.32,1311.99,138.62,215.01,455.16,197.59,182.91,900.08
Perak,50-54,4019.47,0.1585,637.28,2297,1261.84,277.18,925.97,118.19,174.3,312.3,97.19,36.21,179.01
Terengganu,35-39,6709.28,0.193,1294.71,2751,1055.8,546.5,1234.69,143.01,475.1,1064.98,193.61,156.91,543.98
Pahang,35-39,3333.1,0.1943,647.68,2480,855.96,271.3,661.57,79.69,193.64,306.86,86.9,47.06,182.44
Melaka,30-34,2623.17,0.0481,126.27,2670,663.32,340.06,564.2,100.23,161.67,300.07,108.96,58.83,199.55
Johor,60-64,3663.26,0.1984,726.63,2589,670.72,341.41,802.46,114.15,222.16,359.38,90.28,66.91,269.17
W.P. Kuala Lumpur,15-19,3388.3,0.0774,262.35,2816,550.9,319.57,1177.28,70.02,181.09,481.32,54.71,57.89,233.17
Sarawak,30-34,4731.31,0.1586,750.18,2618,868.03,490.91,1112.5,113.61,324.18,461.04,124.93,126.34,359.59
Kedah,30-34,3063.17,0.1907,584.28,2627,876.84,297.86,573.71,70.75,141.04,232.98,112.29,30.23,143.2
Selangor,25-29,4050.11,0.1951,790.18,2830,458.93,360.84,916.58,89.0,270.95,657.5,93.5,82.99,329.64
Pulau Pinang,55-59,3302.87,0.1068,352.74,2250,663.77,224.39,972.96,83.17,169.05,487.9,98.99,43.67,206.24
Terengganu,40-44,3037.53,0.1907,579.21,2751,886.84,190.45,653.8,75.1,124.9,300.81,82.7,26.48,117.23
Kelantan,60-64,6313.49,0.1903,1201.36,2271,889.85,881.94,1339.28,89.0,211.9,527.73,140.29,139.52,892.62
Pahang,35-39,7352.78,0.1985,1459.89,2480,815.4,922.67,1679.46,172.77,289.32,435.94,179.98,294.62,1102.73
W.P. Labuan,25-29,6324.43,0.177,1119.3,2816,946.64,525.24,1790.76,91.87,558.49,650.42,98.29,126.95,416.46
W.P. Putrajaya,30-34,6346.89,0.1494,948.08,2450,561.41,76.22,2138.29,151.9,587.55,955.72,158.29,241.94,527.5
Perlis,35-39,3890.85,0.141,548.56,2140,981.59,435.49,686.34,85.4,268.69,438.85,105.03,53.59,287.3
W.P. Kuala Lumpur,45-49,5486.69,0.1469,806.09,2816,563.23,478.33,1646.14,112.23,332.29,895.78,83.71,145.44,423.45
W.P. Labuan,20-24,3091.78,0.0701,216.8,2816,934.08,211.26,1091.39,51.85,174.65,222.46,56.04,24.94,108.31
W.P. Labuan,30-34,4558.25,0.1473,671.23,2816,850.0,398.3,1273.26,69.9,369.1,476.75,89.59,70.09,290.03
Perlis,35-39,3342.77,0.1972,659.04,2140,709.62,350.93,566.08,71.16,233.13,383.72,85.97,45.3,237.82
Pulau Pinang,30-34,6153.0,0.1728,1063.49,2250,487.04,545.9,1822.27,147.42,222.59,546.01,156.03,215.32,946.94
Sarawak,55-59,4989.08,0.1647,821.8,2618,1011.37,503.63,1114.28,115.01,314.03,464.58,133.69,117.54,393.15
Sarawak,20-24,2097.45,0.0324,68.03,2618,741.31,182.51,627.01,59.38,98.54,140.33,53.38,29.42,97.56
Pahang,35-39,4360.84,0.1534,668.74,2480,778.48,442.25,854.99,112.21,358.95,565.29,120.66,111.22,348.05
W.P. Labuan,15-19,3418.99,0.1094,374.14,2816,738.78,305.84,1034.29,51.83,279.6,321.61,73.68,45.04,194.18
Perlis,60-64,4479.68,0.161,721.28,2140,1046.99,474.39,764.41,100.25,318.7,531.24,116.8,63.0,342.64
W.P. Labuan,45-49,7055.95,0.1839,1297.89,2816,826.01,735.72,2400.17,104.53,282.82,348.84,129.22,166.96,763.79
W.P. Labuan,35-39,2874.7,0.1293,371.6,2816,760.98,233.82,893.11,41.96,165.3,214.77,52.13,25.38,115.63
Melaka,25-29,4553.96,0.1569,714.49,2670,554.69,527.37,834.71,144.74,355.31,630.09,147.8,189.22,455.53
Johor,30-34,5630.27,0.179,1007.8,2589,577.2,683.67,1455.7,190.08,195.81,318.46,125.82,198.17,877.56
W.P. Labuan,40-44,3776.06,0.196,740.04,2816,808.73,300.28,979.24,55.87,250.05,324.73,75.86,43.7,197.56
W.P. Kuala Lumpur,35-39,4963.84,0.1971,978.48,2816,471.88,413.39,1424.44,90.68,278.17,745.19,68.75,127.39,365.46
Kelantan,30-34,2612.53,0.0884,231.06,2271,870.58,252.12,523.98,38.28,128.05,337.43,68.35,20.2,142.48
Pulau Pinang,60-64,3066.12,0.0919,281.75,2250,555.09,236.52,867.28,73.24,176.78,499.97,97.19,49.3,229.01
W.P. Putrajaya,25-29,3355.14,0.0751,252.04,2450,497.76,41.42,1378.11,87.76,269.66,429.01,95.82,89.28,214.29
Terengganu,20-24,5074.35,0.1764,895.17,2751,956.39,431.03,890.46,114.15,330.35,777.77,171.13,95.19,412.71
Pulau Pinang,50-54,4225.27,0.142,599.88,2250,522.41,294.41,1037.77,101.72,292.34,801.83,112.83,90.26,371.81
Johor,20-24,3330.98,0.1909,636.04,2589,641.23,302.05,706.15,108.1,199.22,342.09,87.8,59.33,248.98
Perlis,50-54,7579.99,0.1911,1448.62,2140,1015.64,1102.04,1568.04,165.13,310.6,462.7,175.39,209.1,1122.73
Sarawak,50-54,3212.38,0.1939,622.9,2618,772.44,295.98,682.72,70.63,170.49,260.66,84.38,54.44,197.74
Perlis,55-59,8300.92,0.1987,1649.77,2140,1082.31,1161.09,1735.92,189.1,318.82,514.83,194.12,221.52,1233.43
Johor,40-44,3107.12,0.1053,327.07,2589,700.81,302.35,746.99,114.63,183.43,339.06,88.65,59.45,244.67
Kedah,20-24,2573.79,0.0432,111.13,2627,841.9,318.73,562.06,72.84,145.46,237.35,113.16,29.77,141.39
Terengganu,55-59,3379.43,0.1996,674.46,2751,740.54,271.14,597.01,74.59,195.2,438.18,116.19,47.11,225.01
Johor,45-49,8176.75,0.1992,1629.19,2589,781.29,940.29,2020.99,263.15,278.7,490.92,182.11,318.47,1271.64
Kedah,50-54,5488.89,0.1802,989.05,2627,1112.64,630.03,958.09,138.47,377.51,571.29,210.43,91.27,410.1
Melaka,15-19,5587.38,0.1739,971.54,2670,767.6,657.29,932.21,183.22,398.57,736.2,212.32,206.67,521.75
Perak,50-54,6307.74,0.1906,1202.36,2297,968.95,555.18,1251.48,165.2,446.64,844.22,163.76,148.54,561.4
Terengganu,15-19,4073.85,0.1582,644.28,2751,727.88,363.18,776.63,95.22,266.26,645.17,142.82,87.96,324.45
Melaka,20-24,3339.03,0.1996,666.3,2670,520.48,394.64,540.67,112.82,213.16,385.57,125.35,95.12,284.91
Perak,55-59,5036.57,0.176,886.66,2297,925.24,426.76,1026.95,124.86,317.6,653.07,149.31,106.42,419.71
Selangor,35-39,4290.33,0.1926,826.25,2830,468.37,365.48,1017.67,89.99,292.34,707.61,92.7,92.05,337.87
Negeri Sembilan,40-44,7359.47,0.1966,1446.99,2402,771.0,839.14,1669.45,185.17,273.6,417.32,165.77,374.06,1216.95
W.P. Putrajaya,20-24,4024.83,0.098,394.41,2450,531.04,52.25,1544.81,99.64,342.17,520.34,122.23,122.25,295.7
Sabah,15-19,5863.5,0.1836,1076.52,2742,921.03,525.55,1591.84,97.33,423.18,570.74,117.7,86.25,453.36
Pahang,15-19,2765.85,0.0898,248.5,2480,749.04,275.07,587.55,78.17,199.36,286.62,87.84,56.17,197.53
Johor,60-64,3091.34,0.1079,333.56,2589,687.57,307.22,773.83,113.5,180.55,314.38,87.62,54.17,238.92
Selangor,35-39,5256.14,0.1536,807.59,2830,533.84,453.94,1281.69,116.83,409.08,908.76,116.96,120.57,506.87
Johor,25-29,3605.93,0.1994,719.1,2589,657.93,336.86,790.92,116.31,207.91,361.99,89.7,64.28,260.92
Sarawak,45-49,6770.66,0.191,1292.99,2618,833.32,818.4,1809.22,140.75,211.38,300.48,155.16,236.23,972.73
Pahang,35-39,4701.43,0.1609,756.61,2480,773.98,466.47,911.13,112.22,380.5,630.03,127.09,151.83,391.56
Selangor,40-44,3375.73,0.0851,287.23,2830,443.48,331.53,860.64,76.38,263.06,635.47,82.26,78.99,316.71
Johor,55-59,5901.2,0.1885,1112.28,2589,739.65,567.79,1237.84,180.32,446.2,743.53,125.96,169.03,578.6
W.P. Kuala Lumpur,35-39,4957.71,0.1972,977.81,2816,607.99,382.88,1428.69,91.23,278.47,697.35,73.93,86.6,332.77
Perak,25-29,3571.77,0.1497,534.56,2297,821.26,321.5,696.6,99.67,221.88,422.97,110.15,52.79,290.4
W.P. Labuan,60-64,3907.67,0.2,781.51,2816,819.39,305.9,1054.28,56.63,262.14,327.88,70.88,41.1,187.94
Selangor,30-34,4352.69,0.1977,860.53,2830,436.34,395.15,951.58,89.36,316.76,755.66,95.28,92.12,359.9
Johor,15-19,4904.6,0.1676,821.91,2589,707.84,494.25,1085.41,168.97,346.36,603.71,116.0,141.2,418.94
Pahang,30-34,7766.13,0.1925,1494.93,2480,901.2,1000.68,1726.98,202.28,319.67,469.49,192.59,332.75,1125.55
W.P. Putrajaya,40-44,4242.2,0.1084,459.93,2450,612.53,46.4,1732.9,102.58,311.27,503.95,113.95,99.87,258.81
Kedah,35-39,3764.57,0.1479,556.8,2627,906.81,448.84,642.58,92.74,256.93,393.56,157.76,53.87,254.68
W.P. Kuala Lumpur,60-64,7415.03,0.163,1208.49,2816,657.92,604.64,2175.3,144.52,499.44,1168.03,89.56,213.27,653.88
Johor,20-24,3363.53,0.1916,644.49,2589,557.88,295.39,715.18,112.5,215.01,395.11,85.06,72.85,270.06
Kedah,25-29,5833.08,0.2,1166.36,2627,1159.62,621.2,961.34,140.69,383.56,632.58,224.47,100.26,443.0
Terengganu,25-29,4176.77,0.159,664.04,2751,928.47,341.96,733.63,99.83,262.66,645.6,144.86,70.21,285.52
Perak,40-44,3936.94,0.1443,568.28,2297,811.07,335.1,797.39,110.14,269.98,502.68,117.89,78.2,346.21
Kelantan,20-24,2596.38,0.0844,219.18,2271,885.49,262.56,526.29,37.13,123.0,312.49,66.12,20.67,143.44
Terengganu,25-29,3754.22,0.1479,555.27,2751,801.66,316.37,705.75,86.88,256.85,567.72,126.32,68.61,268.79
W.P. Labuan,60-64,5361.7,0.1549,830.52,2816,905.32,490.17,1533.34,85.26,441.65,547.2,108.91,99.5,319.84
Sarawak,20-24,7603.93,0.1907,1450.09,2618,956.64,913.17,1979.14,170.14,252.19,336.22,180.19,269.88,1096.28
Perlis,15-19,4248.41,0.1589,675.08,2140,841.7,481.39,750.19,101.44,321.82,525.06,111.61,81.42,358.71
Kelantan,30-34,4780.61,0.1622,775.47,2271,992.65,482.33,851.37,65.22,300.38,732.29,118.89,64.4,397.59
Pulau Pinang,15-19,3010.7,0.0976,293.83,2250,566.14,227.75,811.93,76.29,179.11,476.22,97.57,47.95,233.9
Selangor,15-19,4348.16,0.1928,838.22,2830,458.34,396.35,955.01,90.09,309.97,706.49,100.87,97.61,395.21
Selangor,50-54,3749.64,0.1178,441.54,2830,540.02,354.26,993.58,85.44,266.12,601.81,97.85,69.59,299.44
Negeri Sembilan,60-64,4809.97,0.153,736.09,2402,817.97,485.66,965.3,129.27,370.14,580.38,121.56,151.06,452.54
Kedah,40-44,3424.99,0.1451,496.83,2627,875.16,396.8,621.52,80.28,213.61,334.72,144.69,44.36,217.01
Pulau Pinang,55-59,4398.68,0.1464,643.9,2250,552.0,327.44,1079.17,102.59,305.39,777.65,125.24,83.89,401.4
Perlis,20-24,3377.22,0.1929,651.56,2140,762.49,380.48,593.75,70.31,204.92,358.34,84.12,45.38,225.87
Perlis,60-64,2795.18,0.1093,305.43,2140,844.86,317.55,559.46,62.74,168.38,272.26,70.73,30.88,162.89
Melaka,50-54,5923.98,0.171,1012.99,2670,807.88,738.33,992.51,188.98,400.93,802.7,221.03,224.23,534.4
Pulau Pinang,30-34,7374.58,0.1942,1432.25,2250,571.04,685.39,2144.25,161.59,245.71,635.6,188.03,227.06,1083.67
W.P. Putrajaya,30-34,7176.15,0.1562,1121.05,2450,485.79,83.77,2442.53,159.9,698.73,1043.53,155.83,341.37,643.64
Pahang,45-49,6724.04,0.1941,1305.33,2480,936.15,650.88,1265.45,159.03,557.83,852.78,155.06,233.32,608.21
Negeri Sembilan,40-44,4316.39,0.1411,608.96,2402,871.26,408.02,852.32,122.47,320.52,502.8,117.48,126.52,386.03
Terengganu,20-24,4461.57,0.1671,745.71,2751,909.86,373.89,786.13,98.01,283.2,715.51,146.28,74.6,328.37
Pahang,40-44,3136.23,0.1932,605.82,2480,783.04,279.24,628.99,70.67,185.71,284.63,80.61,45.68,171.83
Kelantan,55-59,3529.15,0.1477,521.37,2271,1029.51,342.53,646.42,44.07,181.52,424.61,93.31,31.72,214.1
Perlis,50-54,3748.97,0.1462,548.18,2140,839.83,427.97,655.61,90.96,273.6,472.5,103.8,54.96,281.56
Johor,25-29,3209.53,0.1127,361.82,2589,845.6,246.36,939.0,127.2,160.21,257.41,72.2,39.23,160.5
Sarawak,25-29,2593.58,0.0477,123.64,2618,875.64,256.14,690.48,63.32,128.72,196.86,72.09,38.77,147.92
Johor,55-59,3669.34,0.1967,721.87,2589,741.93,328.1,788.14,118.85,208.69,339.16,95.49,61.72,265.4
Melaka,15-19,2984.74,0.0869,259.23,2670,669.65,383.82,588.89,105.82,178.64,342.31,135.39,79.53,241.46
Sabah,60-64,6441.98,0.198,1275.75,2742,982.16,621.08,1650.38,106.11,441.19,661.28,132.76,89.86,481.4
Negeri Sembilan,60-64,5391.13,0.1639,883.5,2402,911.77,480.28,1069.36,143.34,426.9,658.03,129.65,177.18,511.13
Sabah,50-54,4947.45,0.1676,829.04,2742,968.5,470.8,1301.33,95.24,318.06,469.37,125.43,54.27,315.4
Negeri Sembilan,25-29,5484.54,0.1628,892.91,2402,833.08,525.08,1107.98,148.73,435.95,662.22,141.84,226.19,510.56
Perlis,35-39,3631.49,0.1422,516.28,2140,848.73,411.8,640.24,85.57,272.67,424.41,102.85,53.86,275.07
Selangor,45-49,7812.95,0.199,1555.12,2830,507.17,891.11,2045.22,164.18,295.85,626.25,160.59,287.18,1280.27
Johor,60-64,3302.53,0.1931,637.61,2589,670.86,302.79,722.18,112.19,172.03,315.3,85.28,52.18,232.11
Kedah,35-39,4434.59,0.1687,747.96,2627,965.38,527.99,742.29,111.14,300.46,481.1,178.28,68.44,311.55
Melaka,35-39,4643.22,0.1538,713.98,2670,771.73,538.51,841.55,157.66,299.32,598.53,190.06,125.31,406.58
W.P. Putrajaya,40-44,4739.14,0.1161,550.3,2450,514.69,57.72,1731.47,111.56,442.51,675.01,126.94,160.32,368.62
Negeri Sembilan,55-59,3089.14,0.0968,299.06,2402,709.72,311.23,670.06,86.33,228.11,349.1,84.98,90.43,260.12
Sabah,40-44,5737.21,0.1884,1080.68,2742,1017.08,525.81,1539.98,102.26,363.91,537.3,129.77,74.03,366.39
Pahang,25-29,2111.24,0.0458,96.72,2480,700.55,176.74,554.66,63.63,125.76,202.78,53.99,32.83,103.58
Perlis,35-39,3677.78,0.1462,537.57,2140,879.83,418.26,658.56,84.66,241.39,434.46,97.42,53.38,272.25
W.P. Labuan,20-24,4007.73,0.1919,769.2,2816,786.89,331.78,1049.2,56.12,296.92,377.17,77.65,47.34,215.46
W.P. Putrajaya,20-24,4789.26,0.1129,540.68,2450,437.52,62.92,1618.67,109.83,482.65,767.95,128.36,222.38,418.31
Melaka,50-54,6400.34,0.1841,1178.55,2670,851.47,756.23,1090.86,205.88,472.42,801.85,229.95,257.18,555.94
W.P. Kuala Lumpur,50-54,7861.2,0.1733,1362.25,2816,486.75,797.5,2769.72,139.43,243.85,601.59,106.27,258.14,1095.7
W.P. Labuan,55-59,4861.23,0.1543,750.21,2816,852.83,418.39,1407.61,69.88,412.91,483.24,92.12,88.74,285.31
W.P. Putrajaya,35-39,3652.66,0.0808,294.96,2450,555.0,45.93,1499.62,93.11,282.46,443.2,104.2,93.21,240.98
Pulau Pinang,20-24,6416.47,0.1728,1108.74,2250,615.19,439.31,1499.16,144.98,448.97,1246.3,149.11,165.32,599.4
Sabah,30-34,2701.07,0.0461,124.49,2742,848.26,267.21,822.91,53.48,139.54,210.61,69.12,19.63,145.82
W.P. Labuan,45-49,6331.47,0.1725,1091.94,2816,935.23,545.63,1774.16,86.5,567.57,675.93,98.03,124.5,431.98
Kelantan,40-44,3621.14,0.1468,531.74,2271,972.24,358.99,663.19,47.4,194.96,476.49,91.6,36.65,247.88
Terengganu,40-44,4077.44,0.1585,646.42,2751,863.05,357.05,712.04,100.84,261.69,603.52,150.73,70.76,311.34
Perak,35-39,5339.79,0.1781,950.96,2297,1006.35,473.93,1033.7,142.45,365.16,673.84,157.11,111.8,424.49
W.P. Labuan,20-24,3739.33,0.1959,732.68,2816,651.33,312.6,990.33,54.12,303.27,363.07,67.29,51.65,212.99
W.P. Putrajaya,35-39,6675.25,0.1533,1023.42,2450,531.79,77.5,2300.39,144.04,613.02,978.51,162.43,297.37,546.79
Kedah,45-49,4056.84,0.1539,624.31,2627,992.45,459.29,713.1,103.12,253.79,419.11,172.13,57.5,262.03
Pulau Pinang,50-54,4352.89,0.1431,623.09,2250,527.12,316.68,1109.57,105.85,282.48,788.11,121.3,89.2,389.5
Selangor,45-49,4711.17,0.1448,682.01,2830,885.8,360.45,1467.91,120.48,256.7,547.25,100.68,59.93,229.95
Sarawak,30-34,2839.05,0.0778,220.9,2618,998.28,216.94,807.41,68.36,123.05,185.74,66.87,33.79,117.72
W.P. Putrajaya,45-49,4955.43,0.1999,990.58,2450,512.38,55.57,1559.27,117.78,426.92,645.86,128.36,154.23,364.47
Terengganu,55-59,4070.58,0.1538,626.11,2751,1103.16,341.13,733.88,90.44,207.62,523.69,145.16,52.86,246.53
Pahang,25-29,3049.89,0.1178,359.43,2480,771.86,290.03,655.12,78.22,198.05,325.93,91.46,58.04,221.75
Kelantan,55-59,4530.6,0.1608,728.59,2271,1110.42,445.64,745.85,62.29,272.39,676.9,114.06,48.76,325.71
W.P. Kuala Lumpur,25-29,3475.7,0.0715,248.36,2816,626.74,292.58,1296.46,78.64,173.14,438.4,55.95,52.53,212.91
Kelantan,60-64,3926.03,0.1571,616.64,2271,1069.77,379.94,651.31,48.7,222.69,534.44,101.79,37.3,263.44
Sarawak,25-29,4518.56,0.1533,692.62,2618,1064.12,425.51,1022.5,102.35,267.7,397.07,121.46,90.7,334.53
Terengganu,30-34,2626.24,0.0452,118.61,2751,761.49,241.46,566.19,69.89,154.63,366.81,113.73,41.63,191.81
Perlis,40-44,4236.54,0.1516,642.37,2140,881.75,490.66,738.96,97.0,324.39,544.77,106.01,73.01,337.62
Terengganu,45-49,8170.63,0.1949,1592.69,2751,1063.03,896.74,1767.05,197.76,274.72,626.47,268.05,255.86,1228.26
Johor,50-54,5037.95,0.1622,817.17,2589,830.75,486.02,1126.85,177.63,327.14,604.21,123.42,107.76,436.98
Sarawak,60-64,6838.03,0.1939,1325.86,2618,1099.87,688.37,1540.85,144.07,456.69,673.32,147.33,200.46,561.21
Pahang,15-19,4977.47,0.1665,828.62,2480,915.99,460.6,925.28,123.66,406.07,636.49,126.46,136.1,418.2
Kelantan,30-34,3838.12,0.1431,549.14,2271,918.4,389.88,676.41,53.77,245.93,584.62,94.44,44.08,281.44
Pulau Pinang,35-39,3214.15,0.1049,337.06,2250,694.31,188.68,1055.66,90.27,161.76,402.39,81.6,36.86,165.58
Kedah,20-24,3515.06,0.1472,517.37,2627,800.27,416.42,613.82,90.15,232.48,391.66,142.62,55.58,254.69
W.P. Putrajaya,45-49,6133.77,0.1473,903.45,2450,529.57,67.7,2090.42,142.09,571.08,902.98,160.86,247.3,518.32
Sarawak,20-24,2612.78,0.0469,122.58,2618,930.29,209.0,772.17,71.74,121.37,172.81,60.93,32.64,119.24
Negeri Sembilan,20-24,3529.95,0.1945,686.47,2402,710.88,322.64,673.81,94.21,228.04,359.79,88.98,89.53,275.6
Kelantan,60-64,3758.92,0.1494,561.54,2271,966.32,359.37,645.97,50.45,222.38,544.59,95.74,38.32,274.23
Negeri Sembilan,20-24,2878.37,0.0817,235.29,2402,709.87,287.18,646.99,89.89,193.36,311.77,89.87,75.9,238.26
Pulau Pinang,60-64,6206.35,0.1729,1072.94,2250,690.39,458.78,1514.59,137.63,398.83,1093.05,169.44,145.14,525.58
W.P. Labuan,40-44,4839.05,0.144,696.66,2816,942.21,407.27,1377.75,76.49,387.15,480.42,96.79,75.3,299.01
Terengganu,45-49,4897.12,0.1745,854.62,2751,796.23,403.07,932.36,112.75,355.6,777.5,148.79,119.46,396.73
Sarawak,40-44,3717.23,0.1458,541.81,2618,985.54,362.44,860.34,87.56,202.8,274.95,106.57,64.22,231.0
Pulau Pinang,30-34,3129.88,0.0927,290.02,2250,583.37,234.99,878.49,80.51,176.16,501.18,103.02,52.4,229.75
W.P. Labuan,55-59,3144.56,0.0732,230.34,2816,941.24,249.55,995.58,51.53,201.65,241.54,61.36,30.69,141.1
Perak,25-29,5668.58,0.19,1076.82,2297,873.11,507.54,1175.73,142.11,378.68,716.73,147.9,140.6,509.36
W.P. Putrajaya,25-29,4491.46,0.1027,461.41,2450,512.36,57.32,1569.07,114.14,413.55,696.73,137.1,161.65,368.13
Pahang,50-54,5510.21,0.1776,978.69,2480,970.18,517.26,1036.53,135.39,422.91,698.19,150.47,140.25,460.35
Perak,60-64,4897.4,0.1685,825.34,2297,995.16,428.31,982.49,124.51,318.35,593.6,139.08,88.99,401.56
Kelantan,15-19,4762.92,0.1694,807.02,2271,1013.83,486.75,783.26,60.62,296.25,783.19,113.42,57.72,360.86
Perak,25-29,3307.74,0.1912,632.58,2297,804.51,272.99,659.83,86.98,165.67,331.22,106.03,40.31,207.64
Kedah,50-54,5459.14,0.1868,1019.72,2627,1042.12,621.69,938.09,134.35,380.94,621.97,211.89,106.11,382.25
Johor,55-59,3748.75,0.1438,538.98,2589,867.55,341.74,918.43,136.96,200.75,352.69,93.4,54.91,243.33
Pahang,35-39,7193.49,0.1932,1389.58,2480,858.61,850.17,1597.51,170.6,308.58,430.31,184.8,294.29,1109.03
Pulau Pinang,15-19,4587.08,0.1494,685.32,2250,558.13,314.77,1144.45,107.1,314.67,827.88,122.32,96.77,415.66
Melaka,45-49,3997.07,0.1456,581.9,2670,795.87,491.26,746.74,139.58,230.42,430.06,168.09,96.86,316.3
Melaka,60-64,4420.98,0.1534,678.2,2670,721.46,539.84,804.51,149.28,296.0,534.55,166.69,143.51,386.95
W.P. Labuan,40-44,4686.9,0.1449,679.04,2816,946.57,396.96,1282.97,75.46,396.48,470.39,91.5,69.21,278.32
Johor,30-34,6323.84,0.1889,1194.46,2589,611.49,752.08,1638.98,208.24,212.8,360.0,137.62,239.61,968.57
Kedah,55-59,5068.62,0.1731,877.56,2627,1000.35,626.14,857.5,125.05,363.07,547.87,198.65,87.13,385.3
Pulau Pinang,60-64,3951.57,0.1978,781.5,2250,569.67,270.36,947.18,85.33,226.89,621.25,104.07,58.3,287.03
Selangor,25-29,4239.13,0.1926,816.28,2830,491.01,384.59,925.97,86.48,281.49,713.44,92.2,91.08,356.6
Sabah,20-24,3397.62,0.1929,655.39,2742,638.69,328.55,861.16,59.47,217.39,301.03,75.79,36.41,223.74
Sabah,35-39,4081.67,0.1431,583.97,2742,853.95,394.47,1128.3,80.08,256.88,375.57,102.72,45.93,259.8
Perlis,40-44,5982.77,0.1969,1177.97,2140,1161.06,655.75,1008.88,128.53,432.66,719.26,137.53,94.96,466.17
Terengganu,50-54,5610.83,0.1895,1063.34,2751,966.65,486.27,1005.23,122.83,356.72,888.56,181.86,119.14,420.23
Selangor,20-24,2522.92,0.0432,108.98,2830,536.33,202.64,883.28,68.03,155.87,327.76,59.37,36.41,144.26
Perlis,40-44,5112.74,0.1745,892.09,2140,958.82,585.25,855.91,108.49,403.12,635.06,132.96,87.23,453.81
Johor,15-19,7555.19,0.1949,1472.27,2589,702.9,890.76,1958.34,243.57,253.06,433.78,161.33,284.54,1154.64
